word,reading,meanings,level,example_ja,example_en
東洋,とうよう,Orient,N2,東洋の陶器に興味があります。,I have an interest in oriental ceramics.
盗難,とうなん,theft; robbery,N2,警察に車の盗難届を出した。,I reported the theft of my car to the police.
湯飲み,ゆのみ,teacup,N2,壊れた湯飲みの補充をした。,I replaced the broken cups with new ones.
湯気,ゆげ,steam; vapour,N2,薬缶から湯気が立っている。,The kettle is steaming.
灯台,とうだい,lighthouse,N2,灯台下暗し。,You can't see the forest for the trees.
灯油,とうゆ,lamp oil; kerosene,N2,灯油の販売車が来た。,A truck selling kerosene came.
当日,とうじつ,appointed day; very day,N2,当日券はありますか。,Do you have today's tickets?
当番,とうばん,being on duty,N2,誰が当番ですか。,Who's on watch?
等分,とうぶん,division into equal parts,N2,正方形を２等分せよ。,Cut a square in halves.
統一,とういつ,unity; consolidation; uniformity,N2,彼はレースにのぞんで精神統一した。,He psyched himself up for the race.
統計,とうけい,scattering; a scatter; dispersion,N2,中国のＧＤＰ統計はオオカミ少年か。,Are the Chinese GDP figures a case of the boy crying wolf?
討つ,うつ,to attack; to avenge,N2,彼は迫害者を懲らしめて人民たちのあだを討つだろう。,He will avenge the people on their oppressor.
踏切,ふみきり,railway crossing; level crossing; starting line; scratch; crossover,N2,踏切でトラックが立ち往生してしまった。,A truck got stuck on the railway crossing.
逃がす,にがす,to let loose; to set free; to let escape,N2,好機を逃がすな。,Strike while the iron is hot.
透き通る,すきとおる,to be(come) transparent,N2,,
透明,とうめい,transparency; cleanness,N2,透明人間が見えますか？,Can you see the invisible man?
頭脳,ずのう,head; brains; intellect,N2,彼は頭脳明晰だ。,He has a good head on his shoulders.
動作,どうさ,action; movements; motions; bearing; behaviour; manners,N2,彼は動作が鈍い。,He is slow in action.
同格,どうかく,the same rank; equality; apposition,N2,,
憧れる,あこがれる,to long for; to yearn after; to admire,N2,すべての芸術はたえず音楽の状態に憧れる。,All art constantly aspires towards the condition of music.
瞳,ひとみ,pupil (of eye),N2,私は瞳が好きだ。,I love Hitomi.
童話,どうわ,fairy tale,N2,彼はこの童話をひとりで書いた。,He wrote this fairy tale by himself.
道順,みちじゅん,itinerary; route,N2,道順はご存知ですか。,Do you know how to get there?
銅,どう,copper,N2,銅像が粉々になった。,The bronze statue was broken into pieces.
峠,とうげ,ridge; (mountain) pass; difficult part,N2,ブームは峠を越した。,The boom has peaked out.
特殊,とくしゅ,special; unique,N2,私は特殊部隊に勤務する。,I work in a special unit.
特色,とくしょく,characteristic; feature,N2,湿気の多い気候はその半島の特色です。,A humid climate is characteristic of the peninsula.
特長,とくちょう,forte; merit,N2,燃料の節約がこの自動車の大きな特長だ。,Fuel economy is a big advantage of this car.
特定,とくてい,specific; special; particular,N2,警察はいまだ犯人を特定できないでいる。,The police still can't point out who committed the crime.
特売,とくばい,special sale,N2,毛皮のコートが特売中です。,Fur coats are on sale.
独り言,ひとりごと,a soliloquy; a monologue; speaking to oneself,N2,独り言をいいます。,I talk to myself.
凸凹,でこぼこ,unevenness; roughness; ruggedness,N2,この道路は未舗装で凸凹している。,This road is unpaved and uneven.
突き当たり,つきあたり,end (e.g. of street),N2,突き当たりに郵便局があります。,There is a post office at the end of the street.
突き当たる,つきあたる,to run into; to collide with,N2,,
突く,つく,(1) to thrust; to strike; (2) to poke,N2,もうすぐ、トムの貯金が底を突く。,Tom's savings will soon run out.
突っ込む,つっこむ,to plunge into; to go into deeply,N2,他人のことに首を突っ込むな。,Don't pry into the affairs of others.
呑気,のんき,carefree; optimistic; careless; reckless; heedless,N2,トムは呑気でマイペースな性格だ。,Tom tends to do things at his own pace.
鈍い,にぶい,dull (e.g. a knife); thickheaded; slow (opposite of fast); stupid,N2,彼は動作が鈍い。,He is slow in action.
内科,ないか,internist clinic; internal medicine,N2,内科はどこですか。,Where is the Internal Medicine Department?
内線,ないせん,phone extension; indoor wiring; inner line,N2,内線４５番をお願いします。,"Extension 45, please."
謎謎,なぞなぞ,riddle; puzzle; enigma,N2,,
馴れる,なれる,to become domesticated; to become tame,N2,,
南極,なんきょく,south pole; Antarctic,N2,彼らは南極を探索した。,They explored the Antarctic.
南米,なんべい,South America,N2,私達は南米を旅行した。,We traveled in South America.
南北,なんぼく,south and north,N2,日本は南北に長い国です。,Japan is a very long country from north to south.
軟らかい,やわらかい,soft; tender; limp,N2,,
匂う,におう,to be fragrant; to smell; to stink,N2,春になれば花が甘く咲き匂う。,"When spring sets in, the flowers smell sweet."
虹,にじ,rainbow,N2,虹は７色だ。,The rainbow has seven colors.
日の出,ひので,sunrise,N2,日の出はまだです。,The sun has not risen yet.
日の入り,ひのいり,sunset,N2,今日の日の入りって、いつ？,When does the sun go down today?
日陰,ひかげ,shadow,N2,日陰にいなさい。,Keep in the shade.
日課,にっか,daily lesson; daily work; daily routine,N2,朝の日課です。,It's part of my morning routine.
日帰り,ひがえり,day trip,N2,父は明日帰ります。,Father is coming home tomorrow.
日時,にちじ,date and time,N2,昨日時計を盗まれたの。,I had my watch stolen yesterday.
日程,にってい,agenda,N2,日程は後日決定いたします。,The date will be determined later.
日当たり,ひあたり,exposure to the sun; sunny place,N2,この部屋は日当たりが悪い。,This room doesn't get a lot of sun.
日日,ひにち,every day; daily; day after day,N2,明日日本に戻ります。,I'm going back to Japan tomorrow.
日用品,にちようひん,daily necessities,N2,日用品の値段が上がった。,Daily commodities increased in price.
入れ物,いれもの,container; case; receptacle,N2,そこのガラスの入れ物、取ってくれる？,Could you hand me that glass container there?
入社,にゅうしゃ,entry to a company,N2,入社して何年目？,How many years have you been with this company?
濡らす,ぬらす,to wet; to soak; to dip,N2,携帯を濡らすなよ。,Don't get the phone wet.
熱する,ねっする,to heat,N2,水は充分に加熱すると沸騰する。,Water will boil if heated enough.
年度,ねんど,year; fiscal year; school year; term,N2,来年度は、英語を教えます。,I'm teaching English next school year.
捻る,ひねる,to turn (a switch) on or off; to twist; to puzzle over,N2,彼をやり込めるくらい、赤子の手を捻るより簡単だよ。,Cornering him in an argument is easy—like taking candy from a baby.
燃やす,もやす,to burn,N2,石炭や石油やガスを燃やすと、様々なガスが発生する。,"If we burn fuels such as coal, oil and gas, they give off various gases."
濃度,のうど,concentration; brightness,N2,濃度10%の食塩水の作り方を教えてください。,Show me how to make 10% saline solution.
納める,おさめる,to obtain; to reap; to pay; to supply; to accept,N2,税金を納めるのは私たちの義務だと思っています。,We think that it's our duty to pay taxes.
能率,のうりつ,efficiency,N2,そうすれば能率が上がりますよ。,That makes for efficiency.
農産物,のうさんぶつ,agricultural produce,N2,わが国の主な農産物は米である。,The chief crop of our country is rice.
農村,のうそん,agricultural community; farm village; rural,N2,トムはインドの農村事情に詳しい。,Tom is well-informed about the circumstances present within the Indian agricultural community.
農薬,のうやく,agricultural chemicals,N2,彼らは果樹に農薬を散布している。,They are spraying the fruit trees.
覗く,のぞく,to peep in; to look in; to peek in; to stick out,N2,被写体に気づかれないようにそぉっとカメラを取り出し、ファインダーを覗く。,"I quietly take out my camera, so as not to be noticed by my photographic subject, and peek through the finder."
派手,はで,showy; loud; gay; flashy; gaudy,N2,派手すぎるよ。,It's too loud.
破れる,やぶれる,to get torn; to wear out,N2,そんなに引っ張らないで、服が破れるでしょ！,Don't pull like that! You'll rip my clothes.
破片,はへん,fragment; splinter; broken piece,N2,鏡の破片が床に散乱していた。,Fragments of the mirror were scattered on the floor.
俳句,はいく,haiku poetry,N2,俳句は季節と関連が深い。,Haiku are closely related to the seasons of the year.
拝む,おがむ,to worship; to beg; to make a supplication,N2,,
拝見,はいけん,(hum) (pol) seeing; look at,N2,搭乗券を拝見します。,"May I see your boarding pass, please?"
背負う,せおう,to be burdened with; to carry on back or shoulder,N2,,
配る,くばる,to distribute; to deliver,N2,あなたが配る番です。,It's your deal.
売り切れ,うりきれ,sold-out,N2,全部売り切れです。,Everything's sold out.
売り切れる,うりきれる,to be sold out,N2,そのケーキはすぐに売り切れるでしょう。,The cakes may be sold out soon.
売行き,うれゆき,sales,N2,彼女の本はかなりの売行きだ。,Her books sell pretty well.
売上,うりあげ,amount sold; proceeds,N2,今月は売上が落ちた。,Sales are down this month.
売店,ばいてん,shop; stand,N2,売店で聞いてください。,You'll have to ask at the newsstand.
売買,ばいばい,trade; buying and selling,N2,トムは馬を売買している。,Tom buys and sells horses.
這う,はう,to creep; to crawl,N2,我々は山道をまるでアリが這うように進んだ。,We crawled like so many ants along the mountain pass.
秤,はかり,scales; weighing machine,N2,浴室の秤で体重を計った。,I weighed myself on the bathroom scales.
伯父さん,おじさん,middle-aged gentleman; uncle,N2,伯父さんが僕を雇ってくれたんだ。,I was hired by my uncle.
伯母さん,おばさん,(hon) aunt,N2,,
剥く,むく,to peel; to skin; to pare; to hull,N2,栗を剥くのって、めんどくさっ。,It's a hassle to take the husks off of chestnuts.
剥す,はがす,(v5s) to tear off; to peel off; to rip off,N2,,
泊める,とめる,to give shelter to; to lodge,N2,一晩彼を泊めることができる。,We can accommodate him for the night.
白髪,しらが,white or grey hair; trendy hair bleaching,N2,白髪があるの。,I have gray hair.
薄める,うすめる,to dilute; to water down,N2,,
薄暗い,うすぐらい,dim; gloomy,N2,薄暗い光の中で彼の顔を見た。,I saw his face in the dim light.
迫る,せまる,to draw near; to press,N2,私か仕事かって迫るのはやめてくれよ。,Don't ask me to choose between you and my job.
縛る,しばる,to tie; to bind,N2,歯を食い縛る、喉元までせりあがった感情を強引に飲み込む。,He grits his teeth and forces back his growing fear.
箸,はし,chopsticks,N2,お箸が苦手なの。,I'm not very good with chopsticks.
肌着,はだぎ,underwear,N2,彼は肌着を裏返しに着た。,He put on his undershirt inside out.
鉢,はち,a bowl; a pot,N2,彼は粘土で鉢をつくった。,He formed the clay into a bowl.
発つ,たつ,to depart (on a plane; train; etc.),N2,私は日曜日に発つ。,I'm leaving on Sunday.
発揮,はっき,exhibition; demonstration; utilization; display,N2,彼女は才能を発揮した。,She displayed her talents.
発射,はっしゃ,firing; shooting; discharge; catapult,N2,彼らはロケットを発射した。,They launched a rocket.
発想,はっそう,expression (music); conceptualization,N2,その発想、いいね。,I like your idea.
発電,はつでん,generation (e.g. power),N2,原子力が発電に使われている。,Nuclear power is used to generate electricity.
発売,はつばい,sale,N2,その新製品は発売中だ。,The new product is on sale.
判子,はんこ,seal (used for signature),N2,私たちの生活には判子が必需品です。,Hanko are essential in our daily life.
判事,はんじ,judge; judiciary,N2,判事は思わず笑った。,The judge laughed in spite of himself.
半径,はんけい,radius,N2,"地球の半径は、約6,000キロです。",Earth's radius is about six thousand kilometres.
半島,はんとう,peninsula,N2,朝鮮半島を訪れたことがありますか。,Have you ever been to the Korean Peninsula?
反る,かえる,to warp; to be warped; to curve,N2,,
反映,はんえい,reflection; influence,N2,新聞は世論を反映する。,The newspaper reflects public opinion.
反省,はんせい,reflection; reconsideration; introspection; meditation; contemplation,N2,彼は自分の過ちを反省した。,He reflected on his errors.
番地,ばんち,house number; address,N2,アウグスタ通りの３３７番地に住んでいます。,I live at 337 Augusta Street.
卑怯,ひきょう,cowardice; meanness; unfairness,N2,卑怯者は悪党です。,Cowards are scoundrels.
比較的,ひかくてき,comparatively; relatively,N2,彼女は比較的早口だ。,She speaks relatively fast.
皮肉,ひにく,cynicism; sarcasm,N2,彼女は皮肉を解さない。,She doesn't understand sarcasm.
皮膚,ひふ,skin,N2,日光は皮膚に作用する。,The sunbeam acts upon the skin.
被せる,かぶせる,to cover (with something),N2,,
飛び込む,とびこむ,to jump in; to leap in; to plunge into; to dive,N2,水の中に飛び込むぞ。,Let's jump into the water.
美容,びよう,beauty of figure or form,N2,間食は美容に悪い。,Eating between meals is bad for the figure.
髭,ひげ,moustache; beard; whiskers,N2,私は毎朝髭を剃る。,I shave every morning.
肘,ひじ,elbow,N2,彼女は両膝に肘をのせた。,She put her elbows on her knees.
必需品,ひつじゅひん,necessities; necessary article; requisite; essential,N2,カメラは私の必需品でした。,The camera was essential for me.
筆記,ひっき,(taking) notes; copying,N2,ペンや鉛筆は筆記用具である。,Pens and pencils are examples of writing tools.
筆者,ひっしゃ,writer; author,N2,筆者はそうした風潮を好まない。,The present writer doesn't like such a tendency.
標識,ひょうしき,sign; mark,N2,あれは何の標識ですか。,What does that sign say?
標準,ひょうじゅん,standard; level,N2,標準約款だ。,It's standard policy.
標本,ひょうほん,example; specimen,N2,標本はいくつですか。,How many samples?
表紙,ひょうし,front cover; binding,N2,本を表紙で判断するな。,Don't judge a book by its cover.
評論,ひょうろん,criticism; critique,N2,彼の評論は高く評価された。,His criticisms were highly esteemed.
瓶詰,びんづめ,bottling; bottled,N2,精液は瓶詰めにする価値はあるよ。,Semen is worth bottling.
不運,ふうん,unlucky; misfortune; bad luck; fate,N2,彼は、不運な人です。,He's an unlucky guy.
不規則,ふきそく,irregularity; unsteadiness; disorderly,N2,生理が不規則です。,My menstrual cycle is irregular.
不潔,ふけつ,unclean; dirty; filthy; impure,N2,トムって、不潔ね。,Tom's filthy.
不通,ふつう,suspension; interruption; stoppage; tie-up; cessation,N2,電話は不通なの。,The phones aren't working.
付近,ふきん,neighbourhood; vicinity; environs,N2,この付近は駐車禁止です。,You can't park around here.
付合う,つきあう,to associate with; to keep company with; to get on with,N2,,
夫妻,ふさい,man and wife; married couple,N2,夫妻は家を売りに出した。,The couple put their house on the market.
敷く,しく,to spread out; to lay out,N2,私は、ポーチに敷く木製のデッキパネルを購入したいと思います。,I would like to purchase a wooden deck panel that can be laid on the porch.
敷地,しきち,site,N2,学校の敷地はこの垣根まで続いている。,The school grounds extend as far as this fence.
普及,ふきゅう,diffusion; spread,N2,英語は全国に普及した。,English has spread all over the country.
浮かべる,うかべる,to float; to express; to look (sad; glad),N2,家族のことを思い浮かべるといえが恋しくなる。,I feel homesick when I remember my family.
浮く,うく,to float; to become merry; to become loose,N2,木は水に浮く。,Wood floats in water.
浮ぶ,うかぶ,to float; to rise to surface; to come to mind,N2,,
父母,ふぼ,father and mother; parents,N2,ルーシーは祖父母に育てられた。,Lucy was brought up by her grandparents.
符号,ふごう,sign; mark; symbol,N2,,
附属,ふぞく,attached; belonging; affiliated,N2,,
撫でる,なでる,to brush gently; to stroke,N2,,
武士,ぶし,warrior; samurai,N2,武士は食わねど高楊枝。,"A samurai, even when he has not eaten, uses a toothpick like a lord."
部首,ぶしゅ,radical (of a kanji character),N2,,
部品,ぶひん,parts; accessories,N2,車の部品は、高い。,Car parts are expensive.
風船,ふうせん,balloon,N2,赤い風船、欲しい。,I want the red balloon.
風呂敷,ふろしき,wrapping cloth; cloth wrapper,N2,彼は風呂敷を十分に活用した。,He took full advantage of the wrapper.
副詞,ふくし,adverb,N2,副詞は何を修飾するでしょう？,What do adverbs modify?
複写,ふくしゃ,copy; duplicate,N2,複写機の紙を切らしたよ。,We've run out of paper for the photocopier.
複数,ふくすう,plural; multiple,N2,会社は複数の労働法に違反している。,The company is violating multiple labor laws.
払い込む,はらいこむ,to deposit; to pay in,N2,,
払い戻す,はらいもどす,to repay; to pay back,N2,,
物語る,ものがたる,to tell; to indicate,N2,統計はすべてを物語るとは限らない。,Statistics don't always tell the whole story.
物差し,ものさし,ruler; measure,N2,物差しを使って線を引きなさい。,Draw a line with a ruler.
物凄い,ものすごい,earth-shattering; staggering; to a very great extent,N2,,
物騒,ぶっそう,dangerous; disturbed; insecure,N2,デトロイトは物騒だ。,Detroit is a dangerous city.
物置,ものおき,storage room,N2,箱なら物置にあるよ。,The box is in the storeroom.
分かれる,わかれる,to branch off; to diverge from; to fork; to split; to dispense; to scatter; to divide into,N2,シェイクスピアの劇は四期に分かれる。,The plays of Shakespeare fall into four periods.
分る,わかる,to be understood,N2,この事実から彼の無実が分る。,This fact shows that he is innocent.
分解,ぶんかい,analysis; disassembly,N2,必要なら分解して。,Take it apart if necessary.
分数,ぶんすう,fraction (in math),N2,次の分数を小数に直しなさい。,Convert the following fractions to decimals.
分布,ぶんぷ,distribution,N2,この種の昆虫は日本に広く分布している。,These insects are widely distributed throughout Japan.
分量,ぶんりょう,amount; quantity,N2,その作り方の分量は六人分です。,The recipe serves six people.
分類,ぶんるい,classification,N2,彼は書類の分類を終えた。,He finished sorting the papers.
噴火,ふんか,eruption,N2,人々は噴火で大損害を受けた。,People suffered heavy losses in the eruptions.
噴水,ふんすい,water fountain,N2,駅の前に噴水があります。,There is a fountain in front of the station.
焚く,たく,to burn; to kindle; to build a fire,N2,ハワイってさ、暖炉つきの家が多いじゃない？あっちも朝夕は冷えるから、寒がりの人は暖炉を焚くんだ。,"Hawaii, y'know, has a lot of houses with fireplaces, doesn't it? The mornings and evenings over there get cold as well so people who feel the cold light fires."
文芸,ぶんげい,literature; art and literature; belles-lettres,N2,,
文献,ぶんけん,literature; books (reference),N2,星印は重要な参照文献を示す。,The asterisks mark important references.
文体,ぶんたい,literary style,N2,あの作家の文体は優れている。,The writer has an excellent style.
文房具,ぶんぼうぐ,stationery,N2,私たちは文房具類を大量に買う。,We buy stationery in bulk.
文脈,ぶんみゃく,context,N2,それは文脈による。,It depends on the context.
兵隊,へいたい,soldier; sailor,N2,兵隊が橋を見張っていた。,The soldiers were guarding the bridge.
平仮名,ひらがな,hiragana; 47 syllables; the cursive syllabary,N2,平仮名は書けるんだけど、片仮名はまだ書けないんだ。,"I can write hiragana, but I can't yet write katakana."
平気,へいき,coolness; calmness; composure; unconcern,N2,夜更かしなど平気だ。,Staying up late nights is nothing to me.
平日,へいじつ,weekday; ordinary days,N2,平日は、月火水木金です。,"The weekdays are: Monday, Tuesday, Wednesday, Thursday, and Friday."
平凡,へいぼん,common; commonplace; ordinary; mediocre,N2,平凡な毎日さ。,I live an ordinary life.
平野,へいや,plain; open field,N2,川はうねるように平野を流れている。,The river meanders across the plain.
並行,へいこう,(going) side by side; concurrent; abreast; at the same time,N2,船は岸と並行に進んだ。,The ship was abreast of the shore.
並木,なみき,roadside tree; row of trees,N2,桜並木があるわ。,There are cherry trees on both sides of the street.
閉会,へいかい,closure,N2,国会は現在閉会中である。,The Diet is now in recess in session.
別々,べつべつ,separately; individually,N2,別々に払います。,Please bill us separately.
別荘,べっそう,holiday house; villa,N2,別荘は海岸にある。,His cottage is on the coast.
片仮名,かたかな,katakana,N2,平仮名は書けるんだけど、片仮名はまだ書けないんだ。,"I can write hiragana, but I can't yet write katakana."
片寄る,かたよる,to be one-sided; to incline; to be partial,N2,,
片道,かたみち,one-way (trip),N2,運賃は片道1ドルです。,The fare is one dollar each way.
片付く,かたづく,to put in order; to dispose of; to solve,N2,明日までには仕事は片付くよ。,I'll be through with my work by tomorrow.
編む,あむ,to knit,N2,彼女は祖母からバスケットを編む技術を学んだ。,She learned the craft of basket weaving from her grandmother.
編集,へんしゅう,editing; compilation; editorial (e.g. committee),N2,ビルは編集部員です。,Bill is on the editorial staff.
編物,あみもの,knitting; web,N2,その少女は編物が上手だ。,The girl is skillful at knitting.
便所,べんじょ,toilet; lavatory; rest room; latrine; comfort station,N2,生徒はこの便所を使ってはならない。,Students must not use this toilet.
便箋,びんせん,writing paper; stationery,N2,便箋をください。,I need some writing paper.
保健,ほけん,health preservation; hygiene; sanitation,N2,君は保健室に行った方がいいぞ。,You had better go to the infirmary.
捕える,とらえる,to seize; to grasp; to capture; to arrest,N2,早起きの鳥は虫を捕える。,The early bird catches the worm.
捕る,とる,to take; to catch (fish); to capture,N2,トムは弓矢で魚を捕るのが好きだ。,Tom likes to catch fish with a bow and arrow.
補う,おぎなう,to compensate for,N2,彼女の非凡な才能が経験不足を補う。,Her genius makes up for her lack of experience.
募集,ぼしゅう,recruiting; taking applications,N2,その会の会員募集に応募した。,I applied for membership in the association.
倣う,ならう,to imitate; to follow; to emulate,N2,,
包装,ほうそう,packing; wrapping,N2,包装は腐敗を減らす。,Food packaging reduces spoilage.
包帯,ほうたい,bandage; dressing,N2,包帯をしなさい。,Apply a bandage.
崩す,くずす,to destroy; to pull down; to make change (money),N2,そんなに頑張ったら、体調崩すよ。,"If you work that hard, you're going to burn out."
崩れる,くずれる,to collapse; to crumble,N2,彼女は床に崩れるようにして倒れた。,She fell in a heap to the floor.
庖丁,ほうちょう,kitchen knife; carving knife,N2,,
放る,ほうる,to let go,N2,いい球を放るようになったな、恵一君。,"You throw a good ball nowadays, Keiichi."
放れる,はなれる,to leave; to get free; to cut oneself off,N2,,
方角,ほうがく,direction; way; compass point,N2,セントラルパークはどの方角でしょうか？,Which way is Central Park?
方言,ほうげん,dialect,N2,大阪の方言は聞き取り難い。,It's hard to catch words in the Osakan dialect.
方針,ほうしん,objective; plan; policy,N2,彼らは新方針を採用した。,They adopted a new policy.
方程式,ほうていしき,equation,N2,以下の方程式の解を求めよ。,Find the solution to the following equation.
方面,ほうめん,direction; district; field (e.g.; of study),N2,君、どっち方面に住んでるの？,In which district do you live?
法則,ほうそく,law; rule,N2,自然の法則には逆らえない。,You can't go against the laws of nature.
縫う,ぬう,to sew,N2,船は島の間を縫うように進んだ。,The ship wound in and out among the islands.
飽くまで,あくまで,to the end; to the last; stubbornly,N2,わが党はこれに飽くまで反対します。,Our party will resist to the bitter end.
亡くす,なくす,to lose someone; wife; child; etc,N2,,
坊さん,ぼうさん,Buddhist priest; monk,N2,あの偉い坊さんを見ろよ。,Look at the big shot.
坊っちゃん,ぼっちゃん,son (of others),N2,,
坊や,ぼうや,boy,N2,坊や、おかあさんは何処だい？,"Where is your mother, boy?"
妨げる,さまたげる,to disturb; to prevent,N2,試験は教育の本当の目的を妨げる。,Examinations interfere with the real purpose of education.
暴れる,あばれる,to act violently; to rage; to struggle; to be riotous,N2,お酒を飲んで暴れる人とは一緒に飲みに行きたくない。,I don't want to go drinking with someone who gets violent after drinking.
望遠鏡,ぼうえんきょう,telescope,N2,彼は望遠鏡に目を当てた。,He put his eye to a telescope.
膨らます,ふくらます,to swell; to expand; to inflate; to bulge,N2,イースト菌がパン生地を膨らます。,Yeast makes dough rise.
膨らむ,ふくらむ,to expand; to swell (out); to get big; to become inflated,N2,タイヤに空気を入れれば膨らむ。,"If you pump air into a tire, it expands."
膨大,ぼうだい,huge; bulky; enormous; extensive; swelling; expansion,N2,叔父は膨大な財産を所持している。,My uncle is possessed of great wealth.
防止,ぼうし,prevention; check,N2,これは有効な犯罪防止対策だ。,This is an effective remedy for crime.
防犯,ぼうはん,prevention of crime,N2,防犯カメラの映像をよく見たら人がいた。,"If you look at the security camera footage closely, there's a person there."
北極,ほっきょく,North Pole,N2,見て、北極星よ。,"Look, it's the North Star."
墨,すみ,ink,N2,入れ墨入れてるの？,Do you have any tattoos?
牧場,ぼくじょう,(1) farm (livestock); (2) pasture land; meadow; grazing land,N2,牧場には羊がたくさんいる。,There are a lot of sheep in the pasture.
牧畜,ぼくちく,stock-farming,N2,,
堀,ほり,moat; canal,N2,,
本部,ほんぶ,headquarters,N2,このプレハブ小屋が本部なの？,This prefab cabin is HQ?
本来,ほんらい,essentially; naturally; by nature,N2,恋は本来盲目である。,Love is by nature blind.
盆,ぼん,Lantern Festival; Festival of the Dead; tray,N2,覆水盆に返らず。,What is done cannot be undone.
盆地,ぼんち,basin (e.g. between mountains),N2,この地方は盆地になっている。,This district forms a basin.
摩擦,まさつ,friction; rubbing; rubdown; chafe,N2,摩擦でマッチに火がつくようになる。,Friction causes a match to light.
埋める,うめる,to bury; to fill up; to fill (a seat; a vacant position),N2,家の犬は庭に骨を埋める。,Our dog buries its bones in the garden.
枚数,まいすう,the number of flat things,N2,コピーの枚数を数えてください。,Please count the number of copies.
毎度,まいど,each time; common service-sector greeting,N2,毎度、またいらっしゃい。,"Thanks, please come again."
枕,まくら,pillow; bolster,N2,枕を下さい。,Can I get a pillow?
又は,または,or; otherwise,N2,この大分類には、金融業又は保険業を営む事業所が分類される。,Into this broad category fall companies that run money lending and insurance businesses.
末っ子,すえっこ,youngest child,N2,彼は末っ子だ。,He is the baby of the family.
万歳,ばんざい,hurrah; cheers,N2,女王陛下万歳！,God save the Queen.
満員,まんいん,full house; no vacancy; sold out,N2,バスは満員だった。,The bus was filled to capacity.
満点,まんてん,perfect score,N2,彼は満点を取った。,He got full marks.
味わう,あじわう,to taste; to savor; to relish,N2,鳥の囀りが聞こえる中、淹れたてのコーヒーを味わう。,"As I hear the birds chirp away in the background, I take a sip of my freshly-brewed coffee."
未満,みまん,less than; insufficient,N2,クッキーは５歳未満だ。,Cookie is under 5 years old.
岬,みさき,cape (on coast),N2,その船は岬を回った。,The ship sailed around the cape.
民間,みんかん,private; civilian; civil; popular; folk; unofficial,N2,今度の税金は全ての民間企業に適用される。,This tax is applied to all private-sector enterprises.
民謡,みんよう,folk song; popular song,N2,兄が民謡に興味を抱き始めたのは十二歳ごろだった。,My older brother started to take interest in Japanese folk songs when he was around 12 years old.
務める,つとめる,(1) to serve; to fill a post; to serve under; to work (for),N2,日本には猫が駅長を務める駅がある。,In Japan there are train stations with a cat for a stationmaster.
無限,むげん,infinite,N2,宇宙は無限だ。,The universe is endless.
無沙汰,ぶさた,neglecting to stay in contact,N2,ご無沙汰。元気？,It's been a while. How are you?
無数,むすう,countless number; infinite number,N2,空には無数の星が見えた。,There were countless stars in the sky.
無地,むじ,plain; unfigured,N2,無地の白い紙で十分です。,Plain white paper will do.
矛盾,むじゅん,contradiction; inconsistency,N2,彼は矛盾している。,He isn't consistent with himself.
名作,めいさく,masterpiece,N2,この映画はまさしく不朽の名作である。,This film is indeed an enduring masterpiece.
名刺,めいし,business card,N2,名刺、持ってる？,Do you have a business card?
名詞,めいし,noun,N2,「クレオパトラ」は美人の代名詞になっている。,The name Cleopatra has become a byword for a beautiful woman.
名字,みょうじ,surname; family name,N2,渡辺が名字です。,Watanabe is my family name.
名所,めいしょ,famous place,N2,名所見物をしている。,I'm seeing all the sights.
名物,めいぶつ,famous product; special product; speciality,N2,この店の名物料理はありますか。,What's your speciality?
命ずる,めいずる,to command; to appoint,N2,,
明き,あき,room; time to spare; emptiness,N2,,
明け方,あけがた,dawn,N2,その事故は明け方に起こった。,The accident occurred at dawn.
迷信,めいしん,superstition,N2,私は愚かな迷信など信じない。,I have no faith in a silly superstition.
銘々,めいめい,each; individual,N2,,
鳴らす,ならす,to ring; to sound; to chime; to beat; to snort (nose),N2,指を鳴らすのはやめろ。,Stop cracking your knuckles.
姪,めい,niece,N2,私には姪が二人いる。,I have two nieces.
免税,めんぜい,tax exemption; duty exemption,N2,ここは免税店ですか。,Can I buy things here duty-free?
面積,めんせき,area,N2,三角形の面積を求めてくれ。,Please find the area of the triangle.
面接,めんせつ,interview,N2,明日、面接なんだ。,I've got an interview tomorrow.
面倒臭い,めんどうくさい,bother to do; tiresome,N2,面倒臭いよ。,I can't be bothered.
茂る,しげる,to grow thick; to luxuriate; to be luxurious,N2,若葉が茂る。,The young leaves are lush.
毛糸,けいと,knitting wool,N2,赤ん坊が毛糸の玉をもつれさせた。,The baby tangled the ball of yarn.
毛皮,けがわ,fur; skin; pelt,N2,毛皮の服を着ている。,She is garbed in furs.
儲かる,もうかる,to be profitable; to yield a profit,N2,弁護士は儲かる。,Lawyers make a lot of money.
儲ける,もうける,to get; to earn; to gain; to have (bear; beget) a child,N2,儲ける考えより使わぬ考え。,A penny saved is a penny earned.
木材,もくざい,lumber; timber; wood,N2,カナダは木材に富む。,Canada abounds in timber.
目安,めやす,criterion; aim,N2,,
目印,めじるし,mark; sign; landmark,N2,何か目印がありますか。,Are there any landmarks?
目下,めした,at present; now,N2,ご注目下さい。,Please give me your attention.
目覚し,めざまし,(abbr) alarm-clock,N2,目覚しは５時３０分に鳴った。,The alarm went off at five-thirty.
目指す,めざす,to aim at; to have an eye on,N2,経済の安定はすべての政府の目指すところだ。,A stable economy is the aim of every government.
目次,もくじ,table of contents,N2,皆さんは目次を見てください。,"Please look at the table of contents, everyone."
